Date,Category,1,2,3,4,Prior Year Total,Current Year Total,7,Month,Year
3/1/17,"Darlehensrückflüsse, Beteiligungen, Privatisierungserlöse",2.89,"0,9",1.8,"0,6",470,246,"-47,7",3,2017
3/1/17,Einnahmen insgesamt1,316.829,"100,0",322.051,"100,0",74622,81565,"+9,3",3,2017
4/1/17,I. Steuern,288.991,"91,2",301.029,"93,5",88657,99796,"+12,6",4,2017
4/1/17,Bundesanteile an Gemeinschaftsteuern:,235.747,"74,4",246.469,"76,5",73584,78805,"+7,1",4,2017
4/1/17,Einkommen- und Körperschaftsteuer(einschließlich Abgeltungsteuer auf Zins- und Veräußerungserträge),127.463,"40,2",130.187,"40,4",36811,40614,"+10,3",4,2017
4/1/17,davon:,,,,,0,0,,4,2017
4/1/17,Lohnsteuer,78.519,"24,8",82.939,"25,8",22934,24458,"+6,6",4,2017
4/1/17,Veranlagte Einkommensteuer,22.879,"7,2",23.026,"7,1",6593,7818,"+18,6",4,2017
4/1/17,Nicht veranlagte Steuer vom Ertrag,9.731,"3,1",9.61,"3,0",2083,2405,"+15,5",4,2017
4/1/17,Abgeltungsteuer auf Zins- und Veräußerungserträge ,2.613,"0,8",2.306,"0,7",1156,1401,"+21,2",4,2017
4/1/17,Körperschaftsteuer,13.721,"4,3",13.249,"4,1",4044,4531,"+12,0",4,2017
4/1/17,Steuern vom Umsatz,106.529,"33,6",114.436,"35,5",36467,37821,"+3,7",4,2017
4/1/17,Gewerbesteuerumlage,1.755,"0,6",1.846,"0,6",305,370,"+21,3",4,2017
4/1/17,Energiesteuer,40.091,"12,7",39.796,"12,4",7714,7806,"+1,2",4,2017
4/1/17,Tabaksteuer,14.186,"4,5",14.7,"4,6",4321,3855,"-10,8",4,2017
4/1/17,Solidaritätszuschlag,16.855,"5,3",17.45,"5,4",5014,5461,"+8,9",4,2017
4/1/17,Versicherungsteuer,12.763,"4,0",13.05,"4,1",6665,6928,"+3,9",4,2017
4/1/17,Stromsteuer,6.569,"2,1",6.53,"2,0",2264,2328,"+2,8",4,2017
4/1/17,Kraftfahrzeugsteuer,8.952,"2,8",8.9,"2,8",3306,3293,"-0,4",4,2017
4/1/17,Kernbrennstoffsteuer,422,"0,1",0,"0,0",0,0,X,4,2017
4/1/17,Branntweinabgaben,2.072,"0,7",2.051,"0,6",708,718,"+1,4",4,2017
4/1/17,Kaffeesteuer,1.04,"0,3",1.05,"0,3",349,347,"-0,6",4,2017
4/1/17,Luftverkehrsteuer,1.074,"0,3",1.101,"0,3",265,278,"+4,9",4,2017
4/1/17,Ergänzungszuweisungen an Länder,-9.845,"-3,1",-9.228,"-2,9",-2388,-2271,"-4,9",4,2017
4/1/17,BNE-Eigenmittel der EU,-19.911,"-6,3",-21.68,"-6,7",-6862,-2073,"-69,8",4,2017
4/1/17,Mehrwertsteuer-Eigenmittel der EU,-4.25,"-1,3",-2.44,"-0,8",-1700,-787,"-53,7",4,2017
4/1/17,Zuweisungen an Länder für ÖPNV,-8.2,"-2,6",-8.144,"-2,5",-2469,-2783,"+12,7",4,2017
4/1/17,Zuweisung an die Länder für Kfz-Steuer und Lkw-Maut,-8.992,"-2,8",-8.992,"-2,8",-2248,-2248,"+0,0",4,2017
4/1/17,II. Sonstige Einnahmen,27.839,"8,8",21.021,"6,5",11423,7042,"-38,4",4,2017
4/1/17,Einnahmen aus wirtschaftlicher Tätigkeit,6.847,"2,2",5.468,"1,7",4602,1710,"-62,8",4,2017
4/1/17,Zinseinnahmen,302,"0,1",300,"0,1",67,71,"+6,0",4,2017
4/1/17,"Darlehensrückflüsse, Beteiligungen, Privatisierungserlöse",2.89,"0,9",1.8,"0,6",669,339,"-49,3",4,2017
4/1/17,Einnahmen insgesamt1,316.829,"100,0",322.051,"100,0",100080,106838,"+6,8",4,2017
5/1/17,I. Steuern,288.991,"91,2",301.029,"93,5",110401,121299,"+9,9",5,2017
5/1/17,Bundesanteile an Gemeinschaftsteuern:,235.747,"74,4",246.469,"76,5",91093,96563,"+6,0",5,2017
5/1/17,Einkommen- und Körperschaftsteuer(einschließlich Abgeltungsteuer auf Zins- und Veräußerungserträge),127.463,"40,2",130.187,"40,4",44629,48528,"+8,7",5,2017
5/1/17,davon:,,,,,0,0,,5,2017
5/1/17,Lohnsteuer,78.519,"24,8",82.939,"25,8",28755,30682,"+6,7",5,2017
5/1/17,Veranlagte Einkommensteuer,22.879,"7,2",23.026,"7,1",6733,7942,"+18,0",5,2017
5/1/17,Nicht veranlagte Steuer vom Ertrag,9.731,"3,1",9.61,"3,0",3204,3638,"+13,5",5,2017
5/1/17,Abgeltungsteuer auf Zins- und Veräußerungserträge ,2.613,"0,8",2.306,"0,7",1322,1627,"+23,1",5,2017
5/1/17,Körperschaftsteuer,13.721,"4,3",13.249,"4,1",4615,4639,"+0,5",5,2017
5/1/17,Steuern vom Umsatz,106.529,"33,6",114.436,"35,5",45981,47461,"+3,2",5,2017
5/1/17,Gewerbesteuerumlage,1.755,"0,6",1.846,"0,6",483,574,"+18,8",5,2017
5/1/17,Energiesteuer,40.091,"12,7",39.796,"12,4",11066,11388,"+2,9",5,2017
5/1/17,Tabaksteuer,14.186,"4,5",14.7,"4,6",6012,5001,"-16,8",5,2017
5/1/17,Solidaritätszuschlag,16.855,"5,3",17.45,"5,4",6244,6687,"+7,1",5,2017
5/1/17,Versicherungsteuer,12.763,"4,0",13.05,"4,1",7592,7873,"+3,7",5,2017
5/1/17,Stromsteuer,6.569,"2,1",6.53,"2,0",2778,2843,"+2,3",5,2017
5/1/17,Kraftfahrzeugsteuer,8.952,"2,8",8.9,"2,8",4078,4067,"-0,3",5,2017
5/1/17,Kernbrennstoffsteuer,422,"0,1",0,"0,0",0,0,X ,5,2017
5/1/17,Branntweinabgaben,2.072,"0,7",2.051,"0,6",886,900,"+1,6",5,2017
5/1/17,Kaffeesteuer,1.04,"0,3",1.05,"0,3",428,428,"+0,0",5,2017
5/1/17,Luftverkehrsteuer,1.074,"0,3",1.101,"0,3",345,374,"+8,4",5,2017
5/1/17,Ergänzungszuweisungen an Länder,-9.845,"-3,1",-9.228,"-2,9",-2388,-2271,"-4,9",5,2017
5/1/17,BNE-Eigenmittel der EU,-19.911,"-6,3",-21.68,"-6,7",-8341,-3767,"-54,8",5,2017
5/1/17,Mehrwertsteuer-Eigenmittel der EU,-4.25,"-1,3",-2.44,"-0,8",-1983,-984,"-50,4",5,2017
5/1/17,Zuweisungen an Länder für ÖPNV,-8.2,"-2,6",-8.144,"-2,5",-3087,-3478,"+12,7",5,2017
5/1/17,Zuweisung an die Länder für Kfz-Steuer und Lkw-Maut,-8.992,"-2,8",-8.992,"-2,8",-4496,-4496,"+0,0",5,2017
5/1/17,II. Sonstige Einnahmen,27.839,"8,8",21.021,"6,5",13216,8607,"-34,9",5,2017
5/1/17,Einnahmen aus wirtschaftlicher Tätigkeit,6.847,"2,2",5.468,"1,7",4855,1949,"-59,9",5,2017
5/1/17,Zinseinnahmen,302,"0,1",300,"0,1",71,86,"+21,1",5,2017
5/1/17,"Darlehensrückflüsse, Beteiligungen, Privatisierungserlöse",2.89,"0,9",1.8,"0,6",733,364,"-50,3",5,2017
5/1/17,Einnahmen insgesamt1,316.829,"100,0",322.051,"100,0",123617,129906,"+5,1",5,2017
6/1/17,Steuern,288.991,"91,2",301.029,"93,5",141265,146479,"+3,7",6,2017
6/1/17,Bundesanteile an Gemeinschaftsteuern:,235.747,"74,4",246.469,"76,5",117358,123286,"+5,1",6,2017
6/1/17,Einkommen- und Körperschaftsteuer(einschließlich Abgeltungsteuer auf Zins- und Veräußerungserträge),127.463,"40,2",130.187,"40,4",61780,66208,"+7,2",6,2017
6/1/17,davon:,,,,,0,0,,6,2017
6/1/17,Lohnsteuer,78.519,"24,8",82.939,"25,8",35601,38045,"+6,9",6,2017
6/1/17,Veranlagte Einkommensteuer,22.879,"7,2",23.026,"7,1",11693,13530,"+15,7",6,2017
6/1/17,Nicht veranlagte Steuer vom Ertrag,9.731,"3,1",9.61,"3,0",5142,4610,"-10,3",6,2017
6/1/17,Abgeltungsteuer auf Zins- und Veräußerungserträge ,2.613,"0,8",2.306,"0,7",1462,1832,"+25,3",6,2017
6/1/17,Körperschaftsteuer,13.721,"4,3",13.249,"4,1",7881,8191,"+3,9",6,2017
6/1/17,Steuern vom Umsatz,106.529,"33,6",114.436,"35,5",55095,56505,"+2,6",6,2017
6/1/17,Gewerbesteuerumlage,1.755,"0,6",1.846,"0,6",483,572,"+18,4",6,2017
6/1/17,Energiesteuer,40.091,"12,7",39.796,"12,4",14481,14903,"+2,9",6,2017
6/1/17,Tabaksteuer,14.186,"4,5",14.7,"4,6",6861,6271,"-8,6",6,2017
6/1/17,Solidaritätszuschlag,16.855,"5,3",17.45,"5,4",8449,9133,"+8,1",6,2017
6/1/17,Versicherungsteuer,12.763,"4,0",13.05,"4,1",8215,8530,"+3,8",6,2017
6/1/17,Stromsteuer,6.569,"2,1",6.53,"2,0",3200,3530,"+10,3",6,2017
6/1/17,Kraftfahrzeugsteuer,8.952,"2,8",8.9,"2,8",4855,4910,"+1,1",6,2017
6/1/17,Kernbrennstoffsteuer,422,"0,1",0,"0,0",94,-6284,X ,6,2017
6/1/17,Branntweinabgaben,2.072,"0,7",2.051,"0,6",1039,1055,"+1,5",6,2017
6/1/17,Kaffeesteuer,1.04,"0,3",1.05,"0,3",506,518,"+2,4",6,2017
6/1/17,Luftverkehrsteuer,1.074,"0,3",1.101,"0,3",436,468,"+7,3",6,2017
6/1/17,Ergänzungszuweisungen an Länder,-9.845,"-3,1",-9.228,"-2,9",-4803,-4761,"-0,9",6,2017
6/1/17,BNE-Eigenmittel der EU,-19.911,"-6,3",-21.68,"-6,7",-9265,-5427,"-41,4",6,2017
6/1/17,Mehrwertsteuer-Eigenmittel der EU,-4.25,"-1,3",-2.44,"-0,8",-2160,-1181,"-45,3",6,2017
6/1/17,Zuweisungen an Länder für ÖPNV,-8.2,"-2,6",-8.144,"-2,5",-3704,-4174,"+12,7",6,2017
6/1/17,Zuweisung an die Länder für Kfz-Steuer und Lkw-Maut,-8.992,"-2,8",-8.992,"-2,8",-4496,-4496,"+0,0",6,2017
6/1/17,Sonstige Einnahmen,27.839,"8,8",21.021,"6,5",14332,9751,"-32,0",6,2017
6/1/17,Einnahmen aus wirtschaftlicher Tätigkeit,6.847,"2,2",5.468,"1,7",4987,1963,"-60,6",6,2017
6/1/17,Zinseinnahmen,302,"0,1",300,"0,1",90,117,"+30,0",6,2017
6/1/17,"Darlehensrückflüsse, Beteiligungen, Privatisierungserlöse",2.89,"0,9",1.8,"0,6",505,189,"-62,6",6,2017
6/1/17,Einnahmen insgesamt1,316.829,"100,0",322.051,"100,0",155597,156231,"+0,4",6,2017
7/1/17,Steuern,288.991,"91,2",301.029,"93,5",163256,170645,"+4,5",7,2017
7/1/17,Bundesanteile an Gemeinschaftsteuern:,235.747,"74,4",246.469,"76,5",134278,141784,"+5,6",7,2017
7/1/17,Einkommen- und Körperschaftsteuer(einschließlich Abgeltungsteuer auf Zins- und Veräußerungserträge),127.463,"40,2",130.187,"40,4",70347,75684,"+7,6",7,2017
7/1/17,davon:,0,0,0,0,0,0,0,7,2017
7/1/17,Lohnsteuer,78.519,"24,8",82.939,"25,8",42485,45238,"+6,5",7,2017
7/1/17,Veranlagte Einkommensteuer,22.879,"7,2",23.026,"7,1",11601,13449,"+15,9",7,2017
7/1/17,Nicht veranlagte Steuer vom Ertrag,9.731,"3,1",9.61,"3,0",6604,6676,"+1,1",7,2017
7/1/17,Abgeltungsteuer auf Zins- und Veräußerungserträge ,2.613,"0,8",2.306,"0,7",1631,2036,"+24,8",7,2017
7/1/17,Körperschaftsteuer,13.721,"4,3",13.249,"4,1",8026,8285,"+3,2",7,2017
7/1/17,Steuern vom Umsatz,106.529,"33,6",114.436,"35,5",63181,65258,"+3,3",7,2017
7/1/17,Gewerbesteuerumlage,1.755,"0,6",1.846,"0,6",750,842,"+12,3",7,2017
7/1/17,Energiesteuer,40.091,"12,7",39.796,"12,4",17846,18517,"+3,8",7,2017
7/1/17,Tabaksteuer,14.186,"4,5",14.7,"4,6",7576,7478,"-1,3",7,2017
7/1/17,Solidaritätszuschlag,16.855,"5,3",17.45,"5,4",9530,10266,"+7,7",7,2017
7/1/17,Versicherungsteuer,12.763,"4,0",13.05,"4,1",8869,9196,"+3,7",7,2017
7/1/17,Stromsteuer,6.569,"2,1",6.53,"2,0",3746,4061,"+8,4",7,2017
7/1/17,Kraftfahrzeugsteuer,8.952,"2,8",8.9,"2,8",5623,5628,"+0,1",7,2017
7/1/17,Kernbrennstoffsteuer,422,"0,1",0,"0,0",266,-6284,X,7,2017
7/1/17,Branntweinabgaben,2.072,"0,7",2.051,"0,6",1210,1229,"+1,6",7,2017
7/1/17,Kaffeesteuer,1.04,"0,3",1.05,"0,3",589,596,"+1,2",7,2017
7/1/17,Luftverkehrsteuer,1.074,"0,3",1.101,"0,3",521,571,"+9,6",7,2017
7/1/17,Ergänzungszuweisungen an Länder,-9.845,"-3,1",-9.228,"-2,9",-4803,-4761,"-0,9",7,2017
7/1/17,BNE-Eigenmittel der EU,-19.911,"-6,3",-21.68,"-6,7",-10929,-7121,"-34,8",7,2017
7/1/17,Mehrwertsteuer-Eigenmittel der EU,-4.25,"-1,3",-2.44,"-0,8",-2479,-1378,"-44,4",7,2017
7/1/17,Zuweisungen an Länder für ÖPNV,-8.2,"-2,6",-8.144,"-2,5",-4321,-4869,"+12,7",7,2017
7/1/17,Zuweisung an die Länder für Kfz-Steuer und Lkw-Maut,-8.992,"-2,8",-8.992,"-2,8",-4496,-4496,"+0,0",7,2017
7/1/17,Sonstige Einnahmen,27.839,"8,8",21.021,"6,5",17940,13007,"-27,5",7,2017
7/1/17,Einnahmen aus wirtschaftlicher Tätigkeit,6.847,"2,2",5.468,"1,7",5610,2826,"-49,6",7,2017
7/1/17,Zinseinnahmen,302,"0,1",300,"0,1",162,192,"+18,5",7,2017
7/1/17,"Darlehensrückflüsse, Beteiligungen, Privatisierungserlöse",2.89,"0,9",1.8,"0,6",1826,886,"-51,5",7,2017
7/1/17,Einnahmen insgesamt1,316.829,"100,0",322.051,"100,0",181195,183652,"+1,4",7,2017
8/1/17,Steuern,288.991,"91,2",301.029,"93,5",183437,192392,"+4,9",8,2017
8/1/17,Bundesanteile an Gemeinschaftsteuern:,235.747,"74,4",246.469,"76,5",150975,159749,"+5,8",8,2017
8/1/17,Einkommen- und Körperschaftsteuer(einschließlich Abgeltungsteuer auf Zins- und Veräußerungserträge),127.463,"40,2",130.187,"40,4",77105,83805,"+8,7",8,2017
8/1/17,davon:,0,0,0,0,0,0,0,8,2017
8/1/17,Lohnsteuer,78.519,"24,8",82.939,"25,8",48603,51965,"+6,9",8,2017
8/1/17,Veranlagte Einkommensteuer,22.879,"7,2",23.026,"7,1",11360,13198,"+16,2",8,2017
8/1/17,Nicht veranlagte Steuer vom Ertrag,9.731,"3,1",9.61,"3,0",7372,8120,"+10,1",8,2017
8/1/17,Abgeltungsteuer auf Zins- und Veräußerungserträge ,2.613,"0,8",2.306,"0,7",1809,2227,"+23,1",8,2017
8/1/17,Körperschaftsteuer,13.721,"4,3",13.249,"4,1",7961,8295,"+4,2",8,2017
8/1/17,Steuern vom Umsatz,106.529,"33,6",114.436,"35,5",72932,74872,"+2,7",8,2017
8/1/17,Gewerbesteuerumlage,1.755,"0,6",1.846,"0,6",939,1072,"+14,2",8,2017
8/1/17,Energiesteuer,40.091,"12,7",39.796,"12,4",21230,21973,"+3,5",8,2017
8/1/17,Tabaksteuer,14.186,"4,5",14.7,"4,6",8701,8801,"+1,1",8,2017
8/1/17,Solidaritätszuschlag,16.855,"5,3",17.45,"5,4",10438,11237,"+7,7",8,2017
8/1/17,Versicherungsteuer,12.763,"4,0",13.05,"4,1",10133,10496,"+3,6",8,2017
8/1/17,Stromsteuer,6.569,"2,1",6.53,"2,0",4293,4591,"+6,9",8,2017
8/1/17,Kraftfahrzeugsteuer,8.952,"2,8",8.9,"2,8",6333,6348,"+0,2",8,2017
8/1/17,Kernbrennstoffsteuer,422,"0,1",0,"0,0",294,-7261,X,8,2017
8/1/17,Branntweinabgaben,2.072,"0,7",2.051,"0,6",1375,1396,"+1,5",8,2017
8/1/17,Kaffeesteuer,1.04,"0,3",1.05,"0,3",675,672,"-0,4",8,2017
8/1/17,Luftverkehrsteuer,1.074,"0,3",1.101,"0,3",634,675,"+6,5",8,2017
8/1/17,Ergänzungszuweisungen an Länder,-9.845,"-3,1",-9.228,"-2,9",-4803,-4761,"-0,9",8,2017
8/1/17,BNE-Eigenmittel der EU,-19.911,"-6,3",-21.68,"-6,7",-12587,-7899,"-37,2",8,2017
8/1/17,Mehrwertsteuer-Eigenmittel der EU,-4.25,"-1,3",-2.44,"-0,8",-2833,-1575,"-44,4",8,2017
8/1/17,Zuweisungen an Länder für ÖPNV,-8.2,"-2,6",-8.144,"-2,5",-4939,-5565,"+12,7",8,2017
8/1/17,Zuweisung an die Länder für Kfz-Steuer und Lkw-Maut,-8.992,"-2,8",-8.992,"-2,8",-6744,-6744,"+0,0",8,2017
8/1/17,Sonstige Einnahmen,27.839,"8,8",21.021,"6,5",19829,14352,"-27,6",8,2017
8/1/17,Einnahmen aus wirtschaftlicher Tätigkeit,6.847,"2,2",5.468,"1,7",5631,2838,"-49,6",8,2017
8/1/17,Zinseinnahmen,302,"0,1",300,"0,1",164,212,"+29,3",8,2017
8/1/17,"Darlehensrückflüsse, Beteiligungen, Privatisierungserlöse",2.89,"0,9",1.8,"0,6",2330,914,"-60,8",8,2017
8/1/17,Einnahmen insgesamt1,316.829,"100,0",322.051,"100,0",203266,206744,"+1,7",8,2017
9/1/17,Steuern,288.991,"91,2",301.029,"93,5",210620,221576,"+5,2",9,2017
9/1/17,Bundesanteile an Gemeinschaftsteuern:,235.747,"74,4",246.469,"76,5",174809,184577,"+5,6",9,2017
9/1/17,Einkommen- und Körperschaftsteuer(einschließlich Abgeltungsteuer auf Zins- und Veräußerungserträge),127.463,"40,2",130.187,"40,4",91840,99242,"+8,1",9,2017
9/1/17,davon:,0,0,0,0,0,0,0,9,2017
9/1/17,Lohnsteuer,78.519,"24,8",82.939,"25,8",54628,58137,"+6,4",9,2017
9/1/17,Veranlagte Einkommensteuer,22.879,"7,2",23.026,"7,1",16749,18936,"+13,1",9,2017
9/1/17,Nicht veranlagte Steuer vom Ertrag,9.731,"3,1",9.61,"3,0",7848,8562,"+9,1",9,2017
9/1/17,Abgeltungsteuer auf Zins- und Veräußerungserträge ,2.613,"0,8",2.306,"0,7",1961,2400,"+22,4",9,2017
9/1/17,Körperschaftsteuer,13.721,"4,3",13.249,"4,1",10654,11208,"+5,2",9,2017
9/1/17,Steuern vom Umsatz,106.529,"33,6",114.436,"35,5",82030,84261,"+2,7",9,2017
9/1/17,Gewerbesteuerumlage,1.755,"0,6",1.846,"0,6",939,1074,"+14,4",9,2017
9/1/17,Energiesteuer,40.091,"12,7",39.796,"12,4",24629,25400,"+3,1",9,2017
9/1/17,Tabaksteuer,14.186,"4,5",14.7,"4,6",9871,10138,"+2,7",9,2017
9/1/17,Solidaritätszuschlag,16.855,"5,3",17.45,"5,4",12387,13276,"+7,2",9,2017
9/1/17,Versicherungsteuer,12.763,"4,0",13.05,"4,1",10725,11199,"+4,4",9,2017
9/1/17,Stromsteuer,6.569,"2,1",6.53,"2,0",4841,5158,"+6,5",9,2017
9/1/17,Kraftfahrzeugsteuer,8.952,"2,8",8.9,"2,8",7053,7042,"-0,2",9,2017
9/1/17,Kernbrennstoffsteuer,422,"0,1",0,"0,0",355,-7261,X,9,2017
9/1/17,Branntweinabgaben,2.072,"0,7",2.051,"0,6",1539,1557,"+1,2",9,2017
9/1/17,Kaffeesteuer,1.04,"0,3",1.05,"0,3",766,763,"-0,4",9,2017
9/1/17,Luftverkehrsteuer,1.074,"0,3",1.101,"0,3",736,782,"+6,3",9,2017
9/1/17,Ergänzungszuweisungen an Länder,-9.845,"-3,1",-9.228,"-2,9",-7484,-7093,"-5,2",9,2017
9/1/17,BNE-Eigenmittel der EU,-19.911,"-6,3",-21.68,"-6,7",-14412,-9478,"-34,2",9,2017
9/1/17,Mehrwertsteuer-Eigenmittel der EU,-4.25,"-1,3",-2.44,"-0,8",-3188,-1772,"-44,4",9,2017
9/1/17,Zuweisungen an Länder für ÖPNV,-8.2,"-2,6",-8.144,"-2,5",-5556,-6261,"+12,7",9,2017
9/1/17,Zuweisung an die Länder für Kfz-Steuer und Lkw-Maut,-8.992,"-2,8",-8.992,"-2,8",-6744,-6744,"+0,0",9,2017
9/1/17,Sonstige Einnahmen,27.839,"8,8",21.021,"6,5",22534,15772,"-30,0",9,2017
9/1/17,Einnahmen aus wirtschaftlicher Tätigkeit,6.847,"2,2",5.468,"1,7",5644,2861,"-49,3",9,2017
9/1/17,Zinseinnahmen,302,"0,1",300,"0,1",184,239,"+29,9",9,2017
9/1/17,"Darlehensrückflüsse, Beteiligungen, Privatisierungserlöse",2.89,"0,9",1.8,"0,6",2393,1300,"-45,7",9,2017
9/1/17,Einnahmen insgesamt1,316.829,"100,0",322.051,"100,0",233154,237349,"+1,8",9,2017
10/1/17,Steuern,288.991,"91,2",301.029,"93,5",229373,242576,"+5,8",10,2017
10/1/17,Bundesanteile an Gemeinschaftsteuern:,235.747,"74,4",246.469,"76,5",190585,200270,"+5,1",10,2017
10/1/17,Einkommen- und Körperschaftsteuer(einschließlich Abgeltungsteuer auf Zins- und Veräußerungserträge),127.463,"40,2",130.187,"40,4",97956,105332,"+7,5",10,2017
10/1/17,davon:,0,0,0,0,0,0,0,10,2017
10/1/17,Lohnsteuer,78.519,"24,8",82.939,"25,8",60663,64447,"+6,2",10,2017
10/1/17,Veranlagte Einkommensteuer,22.879,"7,2",23.026,"7,1",16710,18854,"+12,8",10,2017
10/1/17,Nicht veranlagte Steuer vom Ertrag,9.731,"3,1",9.61,"3,0",8247,8921,"+8,2",10,2017
10/1/17,Abgeltungsteuer auf Zins- und Veräußerungserträge ,2.613,"0,8",2.306,"0,7",2133,2604,"+22,1",10,2017
10/1/17,Körperschaftsteuer,13.721,"4,3",13.249,"4,1",10202,10506,"+3,0",10,2017
10/1/17,Steuern vom Umsatz,106.529,"33,6",114.436,"35,5",91455,93613,"+2,4",10,2017
10/1/17,Gewerbesteuerumlage,1.755,"0,6",1.846,"0,6",1174,1324,"+12,8",10,2017
10/1/17,Energiesteuer,40.091,"12,7",39.796,"12,4",28205,29036,"+2,9",10,2017
10/1/17,Tabaksteuer,14.186,"4,5",14.7,"4,6",11109,11148,"+0,4",10,2017
10/1/17,Solidaritätszuschlag,16.855,"5,3",17.45,"5,4",13289,14194,"+6,8",10,2017
10/1/17,Versicherungsteuer,12.763,"4,0",13.05,"4,1",11303,11793,"+4,3",10,2017
10/1/17,Stromsteuer,6.569,"2,1",6.53,"2,0",5415,5731,"+5,8",10,2017
10/1/17,Kraftfahrzeugsteuer,8.952,"2,8",8.9,"2,8",7672,7688,"+0,2",10,2017
10/1/17,Kernbrennstoffsteuer,422,"0,1",0,"0,0",422,-7262, X,10,2017
10/1/17,Branntweinabgaben,2.072,"0,7",2.051,"0,6",1710,1734,"+1,4",10,2017
10/1/17,Kaffeesteuer,1.04,"0,3",1.05,"0,3",853,855,"+0,2",10,2017
10/1/17,Luftverkehrsteuer,1.074,"0,3",1.101,"0,3",842,884,"+5,0",10,2017
10/1/17,Ergänzungszuweisungen an Länder,-9.845,"-3,1",-9.228,"-2,9",-7484,-7093,"  -5,2",10,2017
10/1/17,BNE-Eigenmittel der EU,-19.911,"-6,3",-21.68,"-6,7",-18061,-11058,"  -38,8",10,2017
10/1/17,Mehrwertsteuer-Eigenmittel der EU,-4.25,"-1,3",-2.44,"-0,8",-3896,-1968,"  -49,5",10,2017
10/1/17,Zuweisungen an Länder für ÖPNV,-8.2,"-2,6",-8.144,"-2,5",-6174,-6956,"+12,7",10,2017
10/1/17,Zuweisung an die Länder für Kfz-Steuer und Lkw-Maut,-8.992,"-2,8",-8.992,"-2,8",-6744,-6744,"+0,0",10,2017
10/1/17,Sonstige Einnahmen,27.839,"8,8",21.021,"6,5",24860,17656," -29,0",10,2017
10/1/17,Einnahmen aus wirtschaftlicher Tätigkeit,6.847,"2,2",5.468,"1,7",6252,3475,"  -44,4",10,2017
10/1/17,Zinseinnahmen,302,"0,1",300,"0,1",192,255,"+32,8",10,2017
10/1/17,"Darlehensrückflüsse, Beteiligungen, Privatisierungserlöse",2.89,"0,9",1.8,"0,6",2588,1316,"  -49,1",10,2017
10/1/17,Einnahmen insgesamt1,316.829,"100,0",322.051,"100,0",254233,260232,"+2,4",10,2017
11/1/17,Steuern,288.991,"91,2",301.029,"93,5",250602,263403,"+5,1",11,2017
11/1/17,Bundesanteile an Gemeinschaftsteuern:,235.747,"74,4",246.469,"76,5",206749,217577,"+5,2",11,2017
11/1/17,Einkommen- und Körperschaftsteuer(einschließlich Abgeltungsteuer auf Zins- und Veräußerungserträge),127.463,"40,2",130.187,"40,4",103999,112086,"+7,8",11,2017
11/1/17,davon:,0,0,0,0,0,0,0,11,2017
11/1/17,Lohnsteuer,78.519,"24,8",82.939,"25,8",66641,70874,"+6,4",11,2017
11/1/17,Veranlagte Einkommensteuer,22.879,"7,2",23.026,"7,1",16582,18688,"+12,7",11,2017
11/1/17,Nicht veranlagte Steuer vom Ertrag,9.731,"3,1",9.61,"3,0",8537,9381,"+9,9",11,2017
11/1/17,Abgeltungsteuer auf Zins- und Veräußerungserträge ,2.613,"0,8",2.306,"0,7",2258,2825,"+25,1",11,2017
11/1/17,Körperschaftsteuer,13.721,"4,3",13.249,"4,1",9980,10318,"+3,4",11,2017
11/1/17,Steuern vom Umsatz,106.529,"33,6",114.436,"35,5",101374,103957,"+2,5",11,2017
11/1/17,Gewerbesteuerumlage,1.755,"0,6",1.846,"0,6",1375,1535,"+11,6",11,2017
11/1/17,Energiesteuer,40.091,"12,7",39.796,"12,4",31706,32508,"+2,5",11,2017
11/1/17,Tabaksteuer,14.186,"4,5",14.7,"4,6",12264,12525,"+2,1",11,2017
11/1/17,Solidaritätszuschlag,16.855,"5,3",17.45,"5,4",14119,15102,"+7,0",11,2017
11/1/17,Versicherungsteuer,12.763,"4,0",13.05,"4,1",12154,12611,"+3,8",11,2017
11/1/17,Stromsteuer,6.569,"2,1",6.53,"2,0",5946,6289,"+5,8",11,2017
11/1/17,Kraftfahrzeugsteuer,8.952,"2,8",8.9,"2,8",8352,8383,"+0,4",11,2017
11/1/17,Kernbrennstoffsteuer,422,"0,1",0,"0,0",422,-7262,X,11,2017
11/1/17,Branntweinabgaben,2.072,"0,7",2.051,"0,6",1873,1904,"+1,7",11,2017
11/1/17,Kaffeesteuer,1.04,"0,3",1.05,"0,3",939,949,"+1,1",11,2017
11/1/17,Luftverkehrsteuer,1.074,"0,3",1.101,"0,3",937,1000,"+6,7",11,2017
11/1/17,Ergänzungszuweisungen an Länder,-9.845,"-3,1",-9.228,"-2,9",-7484,-7093,"-5,2",11,2017
11/1/17,BNE-Eigenmittel der EU,-19.911,"-6,3",-21.68,"-6,7",-18061,-12637,"-30,0",11,2017
11/1/17,Mehrwertsteuer-Eigenmittel der EU,-4.25,"-1,3",-2.44,"-0,8",-3896,-2165,"-44,4",11,2017
11/1/17,Zuweisungen an Länder für ÖPNV,-8.2,"-2,6",-8.144,"-2,5",-6791,-7652,"+12,7",11,2017
11/1/17,Zuweisung an die Länder für Kfz-Steuer und Lkw-Maut,-8.992,"-2,8",-8.992,"-2,8",-8992,-8992,"+0,0",11,2017
11/1/17,Sonstige Einnahmen,27.839,"8,8",21.021,"6,5",26043,18760,"-28,0",11,2017
